Author,Rating,Review,Restaurant,Location,Label,Language
Kheng Ng Chieng,1,The duck taste are deteriorating.The duck meat are hard and the taste are terrible.,Restoran Ya Wang 鸭皇药材烧腊大王,JB,Negative,English
nik bahari,4,"Good kelantan food eatery, have to come early as food choices is little after lunch",Dapo Cafe - Makanan Kelantan.,Kuching,Positive,English
Doreen Lee,4, Ketchup Kueh Tiaw dan Sardine Paratha Roll sangat sedap... sedap...,Kopi O' Corner,Kuching,Positive,Malay
Doh Dah Ling,5,"Good morning, It is my favorite Dim Sum place.",Chef Fatt Restaurant,Ipoh,Positive,English
nurazirah1992 Md Ariff,5,Very recommend ... sedap Sgt lontong kering ... kacang Haji pool ... #akusuka,Restoran Kacang Pool Haji,JB,Positive,English
Kaz C,5,"Excellent Nyonya Food, customer service, pricing and cleanliness.",Manis J Nyonya Restaurant,Melaka,Positive,English
Jeff R.,4," Jika anda sedang berjuang untuk masakan India yang asli, sama ada untuk ketuai atau nasi daun pisang yang sentiasa popular, maka ini pasti tempat yang anda patut lihat. Dua jempol makanan, terutamanya kari. Jempol, terutamanya kari. Terima kasih atas makanan yang sedap.",Selvam Restaurant,Melaka,Positive,Malay
Amri Ahmad,2,variety food.,Atok Kopitiam,Kuching,Negative,English
Jimmy Koh,5, Makanan terkenal tempatan hanya 5 minit dari memesan makanan untuk dihidangkan.,Restoran Kah Kah Loke (Johor Jaya总行),JB,Positive,Malay
Peter Tay,4,The food is cheap n good,Ipoh Tuck Kee Restaurant 德记炒粉专门店,Ipoh,Positive,English
Sham Coi,3,Ok la .. Pasai stomach report. Tp ade je yg acuh tk fuh .. Order dh ckup bertamadun dh .. Tukang order pn ok la .. Tk byk ragam .. Tp tu la .. Kena peka la .. Custome order .. Aftet terus bayar sambil tggu order di,Restoran Nasi Briyani Bukhara,Ipoh,Neutral,English
Pejal Hashim,3,Very nice place,Healy Mac's Irish Bar,Ipoh,Neutral,English
Denise Tai,3,Ordinary,Manis J Nyonya Restaurant,Melaka,Neutral,English
a rahman bin a rahim bachtier,5,mmg sedap + terbaekk + padu baq hang ....,LAZY MONDAY,JB,Positive,English
Wong Jenny,3,Environment and ambience is nice AND  beautiful. However the food I had was only average. The lamb I had was cooked outside but raw inside.,STG Ipoh Oldtown,Ipoh,Neutral,English
白宗菘,4,"Food ok, not too badNice atmosphere and themeThe speed of serving food needs to be strengthened, the serving is really slow",M2 Cafe.,JB,Positive,English
ken nan yap,5,Always great especially the desert and sea food dishes,Morel Restaurant,Ipoh,Positive,English
Kaiphy,3,"The ambient is so so, food is not as nice as it claimed to be and the price is a little high... But sometimes it's good to hang out with friends at place like this...",Pak Putra Restaurant,Melaka,Neutral,English
Rdd Fdew,5,Good menu.,Dulang Lima Cafe,JB,Positive,English
Kevin G,4,Really tasty japanase meal. Love the avocado sushi. Need reservations.,Wa Zen Japanese Restaurant,Melaka,Positive,English
Sofea Hassanah,3, Makanan yang biasa-biasa saja dan harga yang terlalu tinggi terlalu mahal.,Plan B (Ipoh),Ipoh,Neutral,Malay
MozzEzee MBO,5, Outlet terbaik....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................,Tok Janggut Cafe (Beryani),Kuching,Positive,Malay
Muhamad Firdaus Hasnan,5,Affordable and delicious. 😋,It Roo Cafe,JB,Positive,English
"Francis,5983 Ong",1,"Things are very expensive, rice chicken RM4.50, dim sum RM5.00-5.50, things are not very tasty",Gui Yuan Restaurant,JB,Negative,English
Lee Yu,1,Have to wait super super long (up to 45 mins) if didn't book beforehand. Not worth it. They priotise delivery.,Restoran Sam Poh,Ipoh,Negative,English
Ian Chin,5,"Ever just drive around Kuching city at night, not knowing where to have a noooooice western meal but not sure where? Good. Cos that's what happened to me when I found this place. Absolutely BANGER ribs and Mac. Cooked to perfection packed",Mike's Smokehouse,Kuching,Positive,English
K A Sulaiman,4,"The best in JB, this one cost rm208",Swood Smokehouse Texas BBQ,JB,Positive,English
Gerard Melvin,5,Anazing I love it. Staying at hotel for 2 weeks and tried not to eat here every day ... but I couldn't stop myself 😜,Tosca Italian Trattoria,JB,Positive,English
Hong,4," bagus, saya sangat gembira.",Mount Austin One Two Eat Cafe,JB,Positive,Malay
chikako nishimura,1,"I entered the store, but I was surprised by the volume of music flowing through the store.I left the store without eating because I said that if I ordered, I wouldn't",Siam House Restaurant,JB,Negative,English
Sha Shen,4,Long Q.Managed to dine in at this famous restaurant.This time the squid very salty.,Ee Ji Ban Chicken Rice Ball,Melaka,Positive,English
Lemonade Lemonade,5,Good foods. Good place. Reasonable price. Fast services.,北栈食馆 Bei Zhan Restaurant,Melaka,Positive,English
Wan Azlida,4,"Spacious dining room; there are air-conditioned and open space rooms, surau are provided with a wide range of dishes,",Restoran Simpang Tiga,Ipoh,Positive,English
Shajai Kumar,5,Best for its ambience and fantastic gin promo,Quivo,JB,Positive,English
rini marcello,5,"I swear it's delicious .. !! All delicious, friendly workers & fast for work. Fuhh mantappp",Canning Dim Sum,Ipoh,Positive,English
Kiwi Chiang,4,Expensive,Bert's Garden Seafood,Melaka,Positive,English
Mohamed Salleh Shawkatali (Kojack),5,Heaven for seafood,Bukit Mata Seafood Restaurant Sdn Bhd,Kuching,Positive,English
Johnny Y C Kok,4,Consistent,Ayam Garam Aun Kheng Lim (Main Branch),Ipoh,Positive,English
Thong Hee Kho,4, Anda boleh mendapatkan pelbagai makanan laut dan makanan di sini dengan harga yang murah dengan harga yang murah. Anda boleh mendapatkan pelbagai makanan laut dan makanan di sini dengan harga yang murah.,Topspot Food Court,Kuching,Positive,Malay
Andelane Annie Alias,4, Makanan yang baik tetapi kurang tempat letak kereta..,Restoran Kacang Pool Haji,JB,Positive,Malay
Ding Jiayi,4, Restoran terbaik terbaik di Malaysia adalah restoran terbaik.,Lim Ko Pi,Ipoh,Positive,Malay
Sk cute,5, Pelbagai makanan laut dan makanan yang sedap dan pelbagai rasa dan rasa.,Yi Jia Seafood Sdn. Bhd.,JB,Positive,Malay
Louis Cheng,3,Price : expensive side (rm19 for chicken chop??)Taste : averageService : very good!! 👍👍,Le Parlour Cafe Studio,Kuching,Neutral,English
Dennis Goh,5,Very nice pork satay (Non Halal),Sun May Hiong Satay House,Melaka,Positive,English
Chan Kong Shea,4," Makanan yang hebat! Tempahan awal adalah satu perkara yang wajib. Walaupun hidangan-hidangan itu adalah sesuatu yang biasa dari satu Restoran Cina ke restoran lain, mereka mempunyai bakat sendiri dan pastinya tidak mengecewakan.",Kim Cheong Restaurant,JB,Positive,Malay
Mel,5,pardon the blur but it was a warm intimate lighting tapas were delicious i recommend the gambas anjillo ! paella was a bit underwhelming but the staff was friendly and fast! would love to go back whenever i'm in Melaka a great place for friends or romance. oh and the sangria was😍,Salud Tapas,Melaka,Positive,English
David Smith,5,Very good tandoori at a reasonable price. + great service.,Restaurant D' Tandoori House,Melaka,Positive,English
Angela Jay,4, Alam sekitar yang hebat. Nasi goreng sangat sedap! Saya sangat suka! Saya sangat suka!,Keeper's Ground,Kuching,Positive,Malay
Vincent Chua,4, Makanan tidak buruk. Makanan yang baik. Persekitaran yang baik. Alam sekitar yang baik. Makanan yang baik.,Fat Fish,JB,Positive,Malay
Murugan Nair,3,Cleanliness needs to be improved prices of refreshments exorrbitant,食得福美食中心Cedar Point Food Centre,JB,Neutral,English
J J Haris,5,Best kacang pool without a doubt! Staffs are very helpful and attentive. Location is away from busy street. Good place to wind down over food🤗,Restoran Kacang Pool Haji,JB,Positive,English
Tan Hongsheng,4, Keadaan yang baik tetapi makanan agak mahal. Makanan agak mahal.,STG Tea House Cafe,Ipoh,Positive,Malay
Theam aii-khim,1," Perkhidmatan yang buruk! Kami hanya meminta tempahan tetapi menjawab dengan hanya berjalan masuk dan dengan marah yang buruk. Kami juga bertanya tentang tempat letak kereta, tetapi hanya jawapan dengan tempat letak kereta di mana-mana tempat yang anda mahu...Tanggapan yang buruk telah menghalang kami daripada makan di restoran ini!",SamFu Restaurant,Melaka,Negative,Malay
eiyzaiza naina,5,😋😋😋😋👍👍👍👍 highly recommended...all food nice..,Bella Italia,Kuching,Positive,English
Claire Tan,1,"First and last time here. Wasn't a good experience. The food was bland, and the fish was not fresh at all. We asked for some salt since the food was so bland, and the lady said we should be asking for sauce and not salt next time lol I",Amy Heritage Nyonya Cuisine,Melaka,Negative,English
Dee,4, Makanan terbaik. Harga yang berpatutan. Disarankan untuk datang ke sini...,Restoran Kacang Pool Haji,JB,Positive,Malay
JeeFong “JF”,3, Mahal & makanan adalah OK berbanding $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$,乐天酒楼,Kuching,Neutral,Malay
Lima Sierra Lima,4,Had a good lunch with family there...price is reasonable..nice place..cheers!!,Pinggai Cafe,Kuching,Positive,English
Eating is my pastime,4,Best durian puff - make sure you put the whole puff in your mouth or be prepared for a message 😂,Taste Better Original One Bite Durian puff,Melaka,Positive,English
TL Chow,5, Nice Chee Cheong Fun dengan rasa pedas dan masam manis dengan pes udang sangat sedap dan harganya murah!,怡保古早味猪肠粉 Ipoh Traditional Style Chee Cheong Fun,Ipoh,Positive,Malay
Chang Joseph,1,"Service poor. Food not up to the mark, beef over cooked.",Odiya Cafe,Kuching,Negative,English
Teng Wong Tan,5,Delicious,East Ocean Seafood Restaurant Menglembu,Ipoh,Positive,English
Sam A,5,Loved it,Restoran Ke Ren Lai,JB,Positive,English
Bubi Chew,5,very good,New Lucky Seafood Restaurant,JB,Positive,English
Albert Hew,4,"Nice environment, quiet ambiance. Food is delicious",The Brazzo House,JB,Positive,English
Carmen Eng,5,Great place,Purple Cane Tea House,Ipoh,Positive,English
danny yap,5,Nice old village food street,The Bikalan,Kuching,Positive,English
Mohammad Faisal Jaffar,5, Makanan yang baik. Tolong bantu dan baiki kakitangan yang membantu dan baiki. Terima kasih atas bantuan anda.,Chef At Home,Kuching,Positive,Malay
Tun Chit Foo,5,Nice place but too congested during cny,Restaurant Pusing Public,Ipoh,Positive,English
Amrita Kamat,5,Delicious food. Must try midin or bidin vegetable. Ummai is like ceviche. Quite tasty. Not to miss the pancake.,Topspot Food Court,Kuching,Positive,English
Amelia Lim,5," Walaupun mereka terkenal dengan bak kut teh, saya dibawa ke sini untuk tidak makan itu tetapi hidangan lain. Ikan yang dikukus dan tauhu yang dikukus sangat sedap. Mereka tidak menggunakan pengukus, tetapi mereka tidak menggunakan penyejuk, tetapi mereka tidak menggunakan penyejuk. Mereka tidak menggunakan penyejuk, tetapi mereka tidak menggunakan penyejuk. Mereka tidak menggunakan penyejuk, tetapi mereka tidak menggunakan penyejuk. Mereka tidak menggunakan penyejuk, tetapi mereka tidak menggunakan penyejuk. Mereka tidak menggunakan penyejuk, tetapi mereka tidak menggunakan penyejuk. Mereka tidak menggunakan penyejuk, tetapi mereka tidak menggunakan penyejuk. Mereka tidak menggunakan penyejuk, tetapi mereka tidak menggunakan penyejuk. Mereka tidak menggunakan penyejuk, tetapi mereka tidak menggunakan penyejuk. Mereka tidak menggunakan penyejuk, tetapi mereka tidak menggunakan penyejuk. Mereka tidak menggunakan penyejuk, tetapi mereka tidak menggunakan penyejuk. Mereka tidak menggunakan penyejuk, tetapi mereka tidak menggunakan penyejuk.",Kedai Bak Kut Teh Hin Hock,JB,Positive,Malay
Raymond Tay Jun Long,5, Tempat Zi Char yang Baik dan Disyorkan di Bukit Indah. Pasti akan kembali lagi. Pasti akan kembali lagi.,Yi Jia Seafood Sdn. Bhd.,JB,Positive,Malay
Wei Bin Lai,4,"The clerk is very friendly, the service attitude is very good, and the environment is comfortable",NOSH by Poké Twins,JB,Positive,English
Alan Gan Lun,4,Nice and cheap,Nasi Ayam Hoe Kee,Melaka,Positive,English
Khairul Jailani,4,Spicy acid but not like melaka spicy acid ..,Kedai Makan Jadi Baru Botak Asam Fish,JB,Positive,English
Same Young,5,Good place for food,食得福美食中心Cedar Point Food Centre,JB,Positive,English
henry chen,5,"I have been living for 31 years and i just had the best birthday dinner ever. It’s so good that i wanted to fly to France to experience more french cuisine, it’s so good that i started to recall the word très bien that i learnt from my",Having's,Ipoh,Positive,English
Kah Hao Brian Lee,4,Food is ok. And it's no extra charge on CNY Holiday 👍,Sun Kok Kee Restaurant,Ipoh,Positive,English
Mrtee Corona,4,Good food and ambience. Thai food is their specialty. Reasonable prices.,Cha bo,Kuching,Positive,English
Alex Tan,4, Hanya dapat merasai itik panggang biasa. Yang lain semua habis. Tidak teruk serius. Cadangkan membuat tempahan sebelum mengunjungi. Pasti akan kembali!!,Restoran SYW (Flagship) 新揚威烤鴨（新街場旗艦店）,Ipoh,Positive,Malay
Veni Kandiah,5,"Ma friends organised my birthday dinner here! Food was amazing, cocktails were good and most importantly the service was excellent! Love this place and thanks to our host Hardy! He was simply amazingN 😍",Sofia Bistro & Bar,JB,Positive,English
Rendra Abdul Wahab,5,Delicious food..,Ceylonese Restaurant Sdn Bhd,Kuching,Positive,English
Timothy Roy Ang,5,Satisfaction for luncheon,Kim Joo 錦裕,Kuching,Positive,English
Fazleen Begum Mohamed,4,Good n tasty food,The Spice Kitchen,JB,Positive,English
sam lee,4,Your snowflake beer is much better than ordinary beer,Kafe Yoon Wah 元华饮食阁雪花啤酒,Ipoh,Positive,English
Lan Skywalker,5, Perkhidmatan yang baik tidak baik. Perkhidmatan yang baik tidak baik.,Restoran E&Y,JB,Positive,Malay
Kok Ming Chin,3,It was hot during our dinner as most of the fans aee wrapped up and off. Toilet is near to car park and it is inconvenient.,Restoran Yeo Sekeluarga,JB,Neutral,English
hazrina ilyas,5, Berhati-hatilah dengan tempat kita berada di mana kita berada.,Mi Sapi / Mi Kolok Haji Salleh @ Sepinang Sari,Kuching,Positive,Malay
matte girl,2," Perkhidmatan yang buruk. Saya telah menempah untuk 20 orang semasa musim perayaan. Saya tidak mengisi semula atau mengisi hanya sebahagian kecil makanan, terutamanya makanan laut seperti uhm. Saya telah menghubungi pelayan untuk mengisi semula tomyam, tetapi hanya mengambil masa 20 minit selepas itu. Saya hanya tiba 20 minit selepas itu. Saya dipanggil pelayan untuk mengisi semula tomyam, tetapi hanya tiba 20 minit kemudian. Saya hanya tiba 20 minit kemudian. Saya hanya tiba 20 minit kemudian. Saya telah meminta pelayan untuk mengisi semula tomyam. Saya telah meminta pelayan untuk mengisi semula, tetapi hanya tiba 20 minit kemudian.",Restoran Shabu Shabu Ipoh,Ipoh,Negative,Malay
朱欣儿,3, Makanan sedap makanan sedap.,Ipoh Tuck Kee Restaurant 德记炒粉专门店,Ipoh,Neutral,Malay
Dhasha Balachandran,3, Tempat pelancongan. Makanan pun okay. Saya pergi ke sana hanya untuk makanan yang rangup oh chien. Saya pergi ke sana untuk makan. Oh chien.,Topspot Food Court,Kuching,Neutral,Malay
Marz Will,5,They serve a variety of delicious foods at a very reasonable prices!,Aroma Cafe Halal,Kuching,Positive,English
TMC KK Ken,1, Restoran menyajikan makanan dengan pinggan pecah. Kesan yang sangat buruk. Waitress service medium. perlu memperbaiki. perlu memperbaiki. medium perkhidmatan. perlu memperbaiki. medium perkhidmatan. perlu memperbaiki.,Sanga Japanese Food,Kuching,Negative,Malay
AUGUST LEE,4,Price reasonable  n nice,New Lucky Seafood Restaurant,JB,Positive,English
Mahal Babiker,4,Not bad ..it has good meal.,Ah Soh Buntal Seafood,Kuching,Positive,English
vincy siew zhen,5,I love the ambience and their food is delicious. I order their signature hainanese chicken chop and baked stuffed crab. Yummy.,Durbar at FMS,Ipoh,Positive,English
Mike Shin,3,Food is good but i wish they could be more flexible sometimes,Purple Cane Tea House,Ipoh,Neutral,English
S.LOGA RAJAH,5,#super food served. #recommend to all to have a try at least once #harish well done..✔,Tamara’s,Ipoh,Positive,English
깻잎,5,"I came from distant neighborhood to eat meat ^^Neat and delicious side dishes ...Besides, you can't come from far away because it comes with side dishes",Sisters BBQ Korean Family Restaurant,JB,Positive,English
weissej Gnois,4,Great teochew styled food. My favorite is the braised pork belly.,北栈食馆 Bei Zhan Restaurant,Melaka,Positive,English
paulyn bg,4,Non halal restaurant _ more to a kopitiam style open concept. Aircon room that fits 3 tables are available here. Certain dishes are delicious. Crab dishes can be seasonal. Pricing fair. Easy access for OKU.,Fisherman Seafood,Kuching,Positive,English
Muso Lee,5, Mungkin satu-satunya restoran Jepun yang autentik di seluruh negeri Johor. Ia adalah restoran Jepun yang sebenar di seluruh negeri Johor.,Nijyumaru Japanese Restaurant (Sutera Utama),JB,Positive,Malay
Thomas Danforth,1,"Wraps are decent. Ordered via grab once and the gravy was rancid, and I mean it was absolutely disgusting. Tasted extremely sour and wrong. Unfortunately, I only found out after pouring its entirety onto my mash. Sad days",David's Diner,Ipoh,Negative,English
muhammad norashraq,4,Good authentic Pakistani food. Just that their chapati is very thick and it's more like nan,New Atmosferah Restaurant,Kuching,Positive,English
sTeve wong,2,Server need to train more professional,MichelangelO's Pizzeria,Ipoh,Negative,English
Mazlan Abdul Mutalib,4,Excellent service! Food(especially the Assam Curry) was very tasty! Will frequent this joint! 😁,ASSAM HOUSE,Ipoh,Positive,English
Ricky Kho,5,Love their drink! First time here although they have open for so long.. Will come again for sure..,Serapi Virgin Coconut Milk Shake,Kuching,Positive,English
Peter Chwee,3,Good morning ☕👍☕👍☕ breakfast but quite disappointed with the beef stew noodles.,Restoran Sin Lean Lee,Ipoh,Neutral,English
Lock Huat Woo,5,Services good,Restaurant Pusing Public,Ipoh,Positive,English
